input1	label
m t n k q d h	mtnkqdh
m t s f j l b	mtsfjlb
s q j g n h m b w	sqjgnhmbw
q f l t s w z g c	qfltswzgc
c d g w j h k l q m t n s f	cdgwjhklqmtnsf
b m p h k	bmphk
c w j	cwj
m x h d s	mxhds
j b n z k c l s	jbnzkcls
h l p v s r	hlpvsr
x p h k l q r	xphklqr
t b g k s	tbgks
f w v g n r z	fwvgnrz
s n b	snb
v g t s q k f	vgtsqkf
j p k l	jpkl
g c j q m	gcjqm
z n v j r p x g c q s	znvjrpxgcqs
j n m r d w	jnmrdw
m p t r	mptr
x d b k m t g c j	xdbkmtgcj
t h n q m f p r z x	thnqmfprzx
h s n j w f c r k g t	hsnjwfcrkgt
j z n x	jznx
m k x n w s	mkxnws
s c x z q b h g r	scxzqbhgr
b m h n g p w	bmhngpw
k r d n	krdn
h b q p k	hbqpk
n x m j w r s	nxmjwrs
j f s d p v c z	jfsdpvcz
b z g k	bzgk
m g j l v d f w	mgjlvdfw
b n j f	bnjf
q c d z	qcdz
g t l p b f d n	gtlpbfdn
x l k b v f	xlkbvf
p s k j f m d	pskjfmd
l b x c h f z m k	lbxchfzmk
t q n s g w	tqnsgw
d k v x m b j	dkvxmbj
d z w m r q c	dzwmrqc
f s r n	fsrn
x b z d s l h q	xbzdslhq
v l j t r p m g	vljtrpmg
h v m r w x p	hvmrwxp
l m j c f s p	lmjcfsp
q r b v j	qrbvj
b r d p m x	brdpmx
s c t q v d z	sctqvdz
m g q r s j	mgqrsj
x b z q r n	xbzqrn
s j d b l g z h	sjdblgzh
h k z f q t b m d n g	hkzfqtbmdng
w t c k g r f	wtckgrf
s p c q z r m b v d	spcqzrmbvd
r j l d n p s x	rjldnpsx
p s x q l n g k d	psxqlngkd
f p m c j n	fpmcjn
j p t k c r	jptkcr
l q b f x t h k	lqbfxthk
f v b l	fvbl
x p v c l r	xpvclr
g d s n v b c j	gdsnvbcj
m p v k j	mpvkj
p m z c s	pmzcs
w p d r j	wpdrj
k n g v l f r	kngvlfr
c p s b k f	cpsbkf
p f v z n	pfvzn
k w n l x r	kwnlxr
m v h d g	mvhdg
z b n g p r w	zbngprw
z d q v h g r	zdqvhgr
t w b m c j v n	twbmcjvn
z l t d	zltd
z x b f p s q h	zxbfpsqh
k f b z l r t j x v	kfbzlrtjxv
z f q r k	zfqrk
k s b x p j l w r	ksbxpjlwr
x j m r p b s t h g k	xjmrpbsthgk
j r k n g z w	jrkngzw
m l f w c r	mlfwcr
d s j v x w b f	dsjvxwbf
n v k m f c p q	nvkmfcpq
c r n s p l g j	crnsplgj
t p h n l d	tphnld
q b k g p c d l t	qbkgpcdlt
d q j m g k w	dqjmgkw
z k b s g	zkbsg
f q w h s z	fqwhsz
c w h p q	cwhpq
g x q n j f r m	gxqnjfrm
s v q m c h	svqmch
s f j	sfj
n p k s	npks
c k v l m j r s w	ckvlmjrsw
x g j v s	xgjvs
k t r l c g s m x w	ktrlcgsmxw
m w t h n	mwthn
q d f c p v t h	qdfcpvth
x z l w g v	xzlwgv
d c z v	dczv
c x n p b t l w r j	cxnpbtlwrj
t z b g r	tzbgr
l h x s	lhxs
n m p h k f v s c	nmphkfvsc
f p q t z h x k	fpqtzhxk
v p g t f	vpgtf
w z b f c x	wzbfcx
t f d q k r	tfdqkr
h x v j c s	hxvjcs
r n x v w h p m g q	rnxvwhpmgq
b n f h j w	bnfhjw
q l b x z t v n	qlbxztvn
q m s p t r w f	qmsptrwf
l b s v p g	lbsvpg
r n x s d	rnxsd
j k q p c x z	jkqpcxz
m q w f d p n	mqwfdpn
n v q d s l f g	nvqdslfg
j t q p s	jtqps
v c m b	vcmb
p k c r	pkcr
j s k v	jskv
r c p x l b h f	rcpxlbhf
d w k n c p	dwkncp
t w p	twp
j k h l x m s r b z g d	jkhlxmsrbzgd
d q l c p s w f z	dqlcpswfz
m d q w c z	mdqwcz
r l c f m z j	rlcfmzj
t v z n q	tvznq
s t c g m h w x f p z	stcgmhwxfpz
s c r z w g m v p	scrzwgmvp
j f z k x g h p s r t q b c	jfzkxghpsrtqbc
t n w b x p g	tnwbxpg
s d c v r	sdcvr
p r g m f z l j d	prgmfzljd
l k b d j x c	lkbdjxc
g z b w n p	gzbwnp
n v m q r z p l w g h	nvmqrzplwgh
p d v h t g	pdvhtg
m w k z g v	mwkzgv
w j s p m	wjspm
s d h r z b c x	sdhrzbcx
v s j q r	vsjqr
f j x b s v k	fjxbsvk
c p z k n d	cpzknd
k x b d z h m s	kxbdzhms
t s q w n b h j d m c	tsqwnbhjdmc
t j g m w x	tjgmwx
l n m r b k c q	lnmrbkcq
x r q g p n m f l	xrqgpnmfl
q j w g l k r s f h d	qjwglkrsfhd
h q f n g r	hqfngr
q r z p g s f	qrzpgsf
d q s	dqs
c q m n t r d h g j x k	cqmntrdhgjxk
m z g d f b	mzgdfb
h c r t	hcrt
l h v n	lhvn
p k c n	pkcn
j s q k g c b	jsqkgcb
k f g w x z	kfgwxz
s q l z n b r g d	sqlznbrgd
h c m t w j s k g b	hcmtwjskgb
q w x d f z m	qwxdfzm
z q d r	zqdr
q m z c	qmzc
z d g m p q k l t r n h b w f	zdgmpqkltrnhbwf
s d r q n c p z j l	sdrqncpzjl
t j d z c b	tjdzcb
h w c l t s	hwclts
z c h v s q d p f n g r	zchvsqdpfngr
m q p f t j x d	mqpftjxd
z s d c v x	zsdcvx
m w f d r g b n l v x	mwfdrgbnlvx
h q n p w g c	hqnpwgc
g n j q h k t	gnjqhkt
l g k x t p q c h	lgkxtpqch
k w v f b x h n j s c	kwvfbxhnjsc
r k w t v d	rkwtvd
q h m b w j n x z	qhmbwjnxz
v g k h d l w m b	vgkhdlwmb
t m d j h w	tmdjhw
l j k r c b p f w m x	ljkrcbpfwmx
h t c r m x n k p v	htcrmxnkpv
c n q j	cnqj
v s n g c p x f w	vsngcpxfw
r z g t f d w m n	rzgtfdwmn
m d p q k w g b n	mdpqkwgbn
v q h b j s d n	vqhbjsdn
w p t j d z x k g c f q s l m	wptjdzxkgcfqslm
f x j n t r k h	fxjntrkh
j v l n c b m g	jvlncbmg
j l n v w t	jlnvwt
s l h n p v x	slhnpvx
r b f d	rbfd
b t j h d z c m p v	btjhdzcmpv
h t w x j p c g b	htwxjpcgb
l n w b x m p j z r	lnwbxmpjzr
c d t r g w m b n v x q k z s f j l h	cdtrgwmbnvxqkzsfjlh
z j h c v m k d	zjhcvmkd
l m g v d s j t b	lmgvdsjtb
h q f g k s	hqfgks
h w r b	hwrb
n t q v d x c g	ntqvdxcg
l t m f	ltmf
t z w q	tzwq
w d g b n c h p	wdgbnchp
c m v d j g w k r	cmvdjgwkr
m v l p h g q	mvlphgq
n f q t c x h	nfqtcxh
j q x g b c	jqxgbc
d x w j l s m p f	dxwjlsmpf
k t d j p n m	ktdjpnm
z w f r q n d s c v l h	zwfrqndscvlh
v h j l f g b k s w t z n	vhjlfgbkswtzn
w p s n k m t j	wpsnkmtj
f m l k v	fmlkv
b z l p n m s c f j	bzlpnmscfj
w d p s j g	wdpsjg
h n g r d b m z	hngrdbmz
r l z w c d	rlzwcd
q d s m t k h v j	qdsmtkhvj
b l c v q j p s w n f x	blcvqjpswnfx
q m n b c l s z v t	qmnbclszvt
p x f d	pxfd
l z v d	lzvd
s p h w c d r t l	sphwcdrtl
p x r	pxr
b p w n v c	bpwnvc
v w k s l q c j	vwkslqcj
t b m j x g w p f k	tbmjxgwpfk
c x r f j z w n k q	cxrfjzwnkq
l c v f r	lcvfr
k w n p f c v	kwnpfcv
n g f c	ngfc
f s d j k c v n r h	fsdjkcvnrh
l v t w c s h q r b x n d z	lvtwcshqrbxndz
w t m g	wtmg
v t w q r l g f	vtwqrlgf
s c p g b t x n j k	scpgbtxnjk
w s z l t d k h n	wszltdkhn
w p c g f k t j h z	wpcgfktjhz
l b k d w x	lbkdwx
m b r t n x	mbrtnx
k j l t z s b f	kjltzsbf
h g p k s f d b	hgpksfdb
d j m v h t r w k	djmvhtrwk
t l w v j p n b h r	tlwvjpnbhr
h r w z s	hrwzs
d r s z g n	drszgn
v h r x f b	vhrxfb
w g j f p b h l t	wgjfpbhlt
k d h g q	kdhgq
z k w n	zkwn
g p s x	gpsx
m h x l	mhxl
r m d t w z x	rmdtwzx
t z x c b	tzxcb
b w v p	bwvp
m w v g k p l j f h t c	mwvgkpljfhtc
b l h z t s	blhzts
c b g m n p s t	cbgmnpst
g k l	gkl
v z b j l f	vzbjlf
r k x c l b	rkxclb
h l v z	hlvz
b l w q d h x m k f v r	blwqdhxmkfvr
t l j	tlj
h d q w p v t m	hdqwpvtm
s t h b x q j	sthbxqj
w s h r j	wshrj
g f n v j l x d q p	gfnvjlxdqp
d r w m z v	drwmzv
l j n r h z	ljnrhz
n v l r s d q b x z g w	nvlrsdqbxzgw
x q l b s t n w	xqlbstnw
m l h w f b n r v	mlhwfbnrv
c d t h s n g w v	cdthsngwv
f x v d s	fxvds
c z d l m b k	czdlmbk
n b f w l d c g k v	nbfwldcgkv
s p w k z v t r c	spwkzvtrc
p m v g q f r s j c k w	pmvgqfrsjckw
j m x h n b k t	jmxhnbkt
g p z s r j	gpzsrj
j p k r	jpkr
s g l p v	sglpv
w x n	wxn
k v m h x	kvmhx
w x h p m k z r	wxhpmkzr
q h j d g c f s r	qhjdgcfsr
m q k c w z	mqkcwz
l b r s w	lbrsw
f w c h k	fwchk
n p t g f	nptgf
l m n f b s z q g w	lmnfbszqgw
d b h s p m k q	dbhspmkq
j r n p t k s	jrnptks
z t v l f	ztvlf
q x v t s p w n h l d	qxvtspwnhld
x p f k g	xpfkg
s x k c z l t b p	sxkczltbp
s d r b n l w h	sdrbnlwh
b t z j d q s l h	btzjdqslh
d b h	dbh
f v j m n w	fvjmnw
w z v x p f r	wzvxpfr
r q k d g	rqkdg
b h k f s r n	bhkfsrn
g r t x	grtx
l b z f m n p w t q h	lbzfmnpwtqh
b m q g l z h f	bmqglzhf
p x b q z r	pxbqzr
k v q c h d r	kvqchdr
l w j f d k c b	lwjfdkcb
p z h x f b l m n	pzhxfblmn
f k x r s w	fkxrsw
l n g m k j f p t b	lngmkjfptb
g x k n l v h t z	gxknlvhtz
l j p s r q	ljpsrq
g r h c x v t p k n j q l z	grhcxvtpknjqlz
q g b t d h w z	qgbtdhwz
s z w	szw
v c m z g d f r	vcmzgdfr
k q z w	kqzw
b f s x p v c q	bfsxpvcq
k q g m s b x c d r p w l v	kqgmsbxcdrpwlv
t h c k p n f d	thckpnfd
z p s h	zpsh
d h p r	dhpr
m d l v g	mdlvg
j d q w x p z t k c	jdqwxpztkc
s t n z k p	stnzkp
l j b r t g m v k c h f s	ljbrtgmvkchfs
j l m s k p	jlmskp
d n c m v l j r h w s	dncmvljrhws
r s w d q z k p	rswdqzkp
n w k p d	nwkpd
x g c	xgc
q g l h x k m t z w p	qglhxkmtzwp
w x z k j p g	wxzkjpg
r m q d f x l g t	rmqdfxlgt
s v m p w q l c x h b	svmpwqlcxhb
x z m q r h t k	xzmqrhtk
f b h p v t j g d	fbhpvtjgd
f q d l	fqdl
f s d l t m g	fsdltmg
f w j v p l	fwjvpl
w c m g l f d k t x h q n	wcmglfdktxhqn
h c z j v b q x	hczjvbqx
m x l s z w v	mxlszwv
p t v h n x c b g s f	ptvhnxcbgsf
w q s b x v g	wqsbxvg
c z t q f g	cztqfg
t b h x m k d s v z c f	tbhxmkdsvzcf
w n l q t p j	wnlqtpj
f j z p n s	fjzpns
q p r k n l	qprknl
q c z p	qczp
v w j c f	vwjcf
m v x c g	mvxcg
x q w j t r h b g p l k c	xqwjtrhbgplkc
s r n	srn
c j b l g w	cjblgw
v t r l h b c g n	vtrlhbcgn
j t k r c f z b	jtkrcfzb
j n b t k z	jnbtkz
p j d s	pjds
v q r s k x z m p f l b	vqrskxzmpflb
c q h w s g	cqhwsg
g r x n m s j h q b z	grxnmsjhqbz
t k r n z	tkrnz
w r k z h d	wrkzhd
f r k p z	frkpz
x w f p h	xwfph
m g s v f t d p	mgsvftdp
s w g r m b c j d x	swgrmbcjdx
n z g f q w t l	nzgfqwtl
v s c m d b k q f	vscmdbkqf
f l w p s j n d m c x q	flwpsjndmcxq
h f d x b r n j	hfdxbrnj
v x l w s n d j	vxlwsndj
h t x b g z r	htxbgzr
b s j g p r	bsjgpr
q r f t m s h	qrftmsh
l r j s b z t v	lrjsbztv
f l x r c b j g n	flxrcbjgn
h w m	hwm
v k n d z p q t r b c w	vkndzpqtrbcw
t f v g d h q s	tfvgdhqs
w f p h q	wfphq
z s h c v	zshcv
l v r d	lvrd
k g h s l t n d	kghsltnd
p m l z k t	pmlzkt
g s w t	gswt
m q z	mqz
h d m c k	hdmck
n g z m c d	ngzmcd
v k l w r x g p	vklwrxgp
l f w j b t n m z	lfwjbtnmz
c b z f j p l	cbzfjpl
m k c d r	mkcdr
k r x p s w t d	krxpswtd
g s j q z	gsjqz
r w b f m k h g l	rwbfmkhgl
r z w c v b d s g x h t p k f q l	rzwcvbdsgxhtpkfql
p m w j z c d	pmwjzcd
c h l w g k	chlwgk
c n d t r j m	cndtrjm
b z p f h q k d	bzpfhqkd
g n s k l b v	gnsklbv
c g f z r j s	cgfzrjs
m j t g z l k n f d c	mjtgzlknfdc
x g m s	xgms
g s k q d l z v w	gskqdlzvw
m j g b x l n w v h q z	mjgbxlnwvhqz
h g n q x f	hgnqxf
p h j x t d w k s f	phjxtdwksf
r x h p	rxhp
q s x z b d t g n f m v	qsxzbdtgnfmv
v d m z k w s n	vdmzkwsn
w v k z x	wvkzx
v t p b w l z n j g q	vtpbwlznjgq
r d w z	rdwz
q h k g f j p z	qhkgfjpz
p j m f w g	pjmfwg
j x b w c g f z	jxbwcgfz
x l h c p f s w d	xlhcpfswd
q l k n x f	qlknxf
m h z l k	mhzlk
w g j c r x v k m t	wgjcrxvkmt
m f n t k b p	mfntkbp
m b n g t r c s	mbngtrcs
q n f v	qnfv
k x s f z p l	kxsfzpl
t k p v m	tkpvm
f l s b q p h	flsbqph
z r h v	zrhv
l c d s h m f v	lcdshmfv
n v l t p x r h z q j c	nvltpxrhzqjc
m t w n s c v	mtwnscv
v l p z q	vlpzq
h m g x w r k s	hmgxwrks
s v c h g	svchg
s w z c x m j d v t q r	swzcxmjdvtqr
f l r b m t g	flrbmtg
z k s x d g p	zksxdgp
x r p b k f w s	xrpbkfws
t f v c d b	tfvcdb
h l d z w v	hldzwv
b q j	bqj
w b j n l v	wbjnlv
n x f w h k t z b m	nxfwhktzbm
s m x c z	smxcz
x t j q r h f	xtjqrhf
t h q m p	thqmp
v x z c w s h g k q b j r d	vxzcwshgkqbjrd
j c p s f	jcpsf
b z t f v	bztfv
m k r q t p z	mkrqtpz
k s n m v l c z b	ksnmvlczb
f h w r d t	fhwrdt
f k c n s r q p	fkcnsrqp
w c d s q m n z	wcdsqmnz
s t r m z x q n c v	strmzxqncv
d h r s v p b g	dhrsvpbg
h k w d c	hkwdc
p x w t s n	pxwtsn
l q b m r	lqbmr
x p c m k v t s j f l	xpcmkvtsjfl
g t j s k m	gtjskm
h c b x q z w r m n s	hcbxqzwrmns
h l f k	hlfk
c l b v	clbv
p j s h z g l	pjshzgl
h j f s x c b	hjfsxcb
r h t k x f	rhtkxf
j m n r l p c s b d f k	jmnrlpcsbdfk
q f b g	qfbg
g c r z q m l w t	gcrzqmlwt
v m n r g x j t p w f k b h q d l	vmnrgxjtpwfkbhqdl
h f j c s l q	hfjcslq
w q t j s d x z r k	wqtjsdxzrk
z k b n q j v r	zkbnqjvr
k q s j	kqsj
t z h r g j	tzhrgj
w j c p x m s q	wjcpxmsq
d m z c	dmzc
z r w b l q n g p	zrwblqngp
h p s z k t j l	hpszktjl
x c h v f m s n	xchvfmsn
d s t x l	dstxl
m n g	mng
c m h f q z v n t	cmhfqzvnt
t p l d m n g s x q h	tpldmngsxqh
v p t	vpt
w h c q d n v x g	whcqdnvxg
k g m n l j	kgmnlj
t f l z r g w v n	tflzrgwvn
n t s f	ntsf
k t b p s	ktbps
g x q m	gxqm
s q r l	sqrl
l h r m j b d w	lhrmjbdw
s p j l z h k c v t m r b d w	spjlzhkcvtmrbdw
m j v d f g r n x w l s h	mjvdfgrnxwlsh
h q t v j m k	hqtvjmk
s l n	sln
k v l z x c q	kvlzxcq
t j k h b s v p g	tjkhbsvpg
m v c t f j	mvctfj
w m f v t s x	wmfvtsx
q x w l d h g	qxwldhg
w j g c x r n h s z q	wjgcxrnhszq
c p f b m s k w	cpfbmskw
z l c k s x p d q j	zlcksxpdqj
w z b s x h f	wzbsxhf
l s j t n h	lsjtnh
m r w f p s h z	mrwfpshz
c q v j r n l x s z	cqvjrnlxsz
c v n w f	cvnwf
d m q n	dmqn
q w j f h	qwjfh
n m x k w b p s r	nmxkwbpsr
n p r f w	nprfw
h j k n z	hjknz
x c b v p j g w	xcbvpjgw
p v m j f r g l	pvmjfrgl
q g x h v j	qgxhvj
c f x t l	cfxtl
l t q x m k w f b c h	ltqxmkwfbch
t f p b w r	tfpbwr
n r j h k g z w d s l p x	nrjhkgzwdslpx
d q r	dqr
g t p w z l h	gtpwzlh
v p g l h x d t z s n	vpglhxdtzsn
p g k d w v	pgkdwv
c n t b s z m f	cntbszmf
x m r c g z s	xmrcgzs
z t k h l p q r f g	ztkhlpqrfg
w x d f l z	wxdflz
r l s n q c j v w	rlsnqcjvw
t q b d v l g h m j	tqbdvlghmj
z b w r l v c p n t j	zbwrlvcpntj
j n c t r m	jnctrm
p d t k r j x	pdtkrjx
v n x l g	vnxlg
x l n t q	xlntq
s d f	sdf
p v c k t b m	pvcktbm
t h g s l b x f r j	thgslbxfrj
c z v j l s k b	czvjlskb
b g c l f	bgclf
p h r k j m v f	phrkjmvf
n v q b c s m h	nvqbcsmh
j x b g w l d n	jxbgwldn
m g r z	mgrz
w m f p x h d t g	wmfpxhdtg
c t v q r l d m p z h b s w x	ctvqrldmpzhbswx
m k g d x	mkgdx
q l f s	qlfs
t p j h v	tpjhv
c b x w n s	cbxwns
p n d t b	pndtb
b n m s p	bnmsp
d v r f n g l	dvrfngl
v t h l w d m p c r z j	vthlwdmpcrzj
n l p d t w q z h	nlpdtwqzh
f p z h x s m g d b j l	fpzhxsmgdbjl
x m l v d n p k s	xmlvdnpks
s p w x g z d q	spwxgzdq
m h v z q	mhvzq
l m b r	lmbr
k c x r n p j m v f	kcxrnpjmvf
h l t b	hltb
m q f n	mqfn
d f w p q v b	dfwpqvb
r x s q	rxsq
q d f j z	qdfjz
n x q c z k t w v g	nxqczktwvg
h q r c p d s	hqrcpds
t j r q v m	tjrqvm
t r h s	trhs
t f p l m	tfplm
n l h v m j c x w t	nlhvmjcxwt
q w d g m z v h b p j l f k r	qwdgmzvhbpjlfkr
g p k v	gpkv
z k f v h w x j t b l r	zkfvhwxjtblr
s z r n w m h	szrnwmh
h w z x p q s r l k v b j	hwzxpqsrlkvbj
q n s l f p g t d	qnslfpgtd
l m p t x f q v	lmptxfqv
f t h k c v z g	fthkcvzg
v m n x q j z	vmnxqjz
r t m p	rtmp
c l b r k	clbrk
m n z r t	mnzrt
h m q z x p f j l s t b d n w c	hmqzxpfjlstbdnwc
n k w z t b c f q h m x g	nkwztbcfqhmxg
g p d t m f b	gpdtmfb
m z h c q d	mzhcqd
q r m z c	qrmzc
g c h x v	gchxv
s g t b c z w	sgtbczw
q d r f p l g m s x	qdrfplgmsx
s k g v c j w r l z d t	skgvcjwrlzdt
j c g k h n	jcgkhn
z w v h c	zwvhc
p h s b z n v m j g t c r	phsbznvmjgtcr
h s x w t r l d q	hsxwtrldq
z h g q x k f m v j p	zhgqxkfmvjp
k x l v r c p h	kxlvrcph
v x l k h m r	vxlkhmr
l b h m	lbhm
t x r s b k c	txrsbkc
j r s m b n k l	jrsmbnkl
f z n h	fznh
z n g k b v d f w h t s	zngkbvdfwhts
c g k z r v	cgkzrv
t p x s w n l	tpxswnl
l v c x	lvcx
t c n q g r l k v j	tcnqgrlkvj
r f h n s z w x g k c t j b	rfhnszwxgkctjb
b t k q z	btkqz
n h l x z d r k w m g p f s	nhlxzdrkwmgpfs
c k b f r z w d l m n p g	ckbfrzwdlmnpg
j v d s r z	jvdsrz
v q n t r	vqntr
r q v t s m b	rqvtsmb
h q v n x m	hqvnxm
x h l d w c m f t s j z b p	xhldwcmftsjzbp
x k s f g l p q w	xksfglpqw
k v j z n	kvjzn
g s d f j n c b	gsdfjncb
c x d k t n	cxdktn
g z r s	gzrs
r m f j l n	rmfjln
l d r v m t j h	ldrvmtjh
n x h	nxh
w l q c v x m s z	wlqcvxmsz
d b g p c w	dbgpcw
q n b c d k f	qnbcdkf
g k h j c w	gkhjcw
b n s j t	bnsjt
q v z x k s b l f	qvzxksblf
s l x q k p b h	slxqkpbh
g x b	gxb
s q f b g p t v h j c	sqfbgptvhjc
q l w f p t k z n b g	qlwfptkznbg
m b x n f t s h q z	mbxnftshqz
q f k s h v n j l g	qfkshvnjlg
v f l j n c	vfljnc
g b x r q l c	gbxrqlc
v n f m w	vnfmw
k l t x r b z w n g	kltxrbzwng
l v n z q	lvnzq
r h w z j d t v	rhwzjdtv
v s n g b x w r	vsngbxwr
z p c x d t h	zpcxdth
c h m q	chmq
w l t q s b m k	wltqsbmk
x w c b	xwcb
s d x g k z v p h j	sdxgkzvphj
l w x r b s	lwxrbs
s r f	srf
g w f p h v j q	gwfphvjq
v k x p q g b	vkxpqgb
z q g b w t	zqgbwt
l z c r v w s t n h g	lzcrvwstnhg
p d w c z f	pdwczf
x s m d h g b j r	xsmdhgbjr
d r q m	drqm
p q c k	pqck
j t w m n d c k	jtwmndck
l w h g n z	lwhgnz
h r s t x j q v k	hrstxjqvk
f g v k n s h j r d	fgvknshjrd
p d n g c w	pdngcw
v t r s h d	vtrshd
c d m j z r	cdmjzr
m g n q k w	mgnqkw
x r j h	xrjh
n c f p x t k s	ncfpxtks
p n h q m	pnhqm
h s p v n t b q l d k x	hspvntbqldkx
d m s n g j v	dmsngjv
x h c n l t v k	xhcnltvk
m p b l d s c z x v	mpbldsczxv
t d g q m f k	tdgqmfk
k p z b q c s	kpzbqcs
l t m d p z g	ltmdpzg
k x b h m t l v s f	kxbhmtlvsf
c l h n z	clhnz
z s k x c m	zskxcm
d n h	dnh
s n j	snj
q n p j	qnpj
v g w k x h	vgwkxh
k c t w n v z r p l b d	kctwnvzrplbd
v h p w z q l j g f c	vhpwzqljgfc
t l p x g	tlpxg
q s t l g w x n z c d p k	qstlgwxnzcdpk
p k s g w d	pksgwd
g s b v q t r p	gsbvqtrp
f j s n	fjsn
x c n m t	xcnmt
m v t r x z	mvtrxz
t v w r	tvwr
h g n m t s q	hgnmtsq
r g k	rgk
z x s	zxs
x f l r s d m	xflrsdm
h d p r g	hdprg
v j c s m r	vjcsmr
r c t n q j b h p	rctnqjbhp
l t p k v z f r j b d m	ltpkvzfrjbdm
q v f b c	qvfbc
r f l m	rflm
t g w d x j	tgwdxj
m x j d q b t r c f	mxjdqbtrcf
m t g b x f n d k	mtgbxfndk
c n p q k g z l w b	cnpqkgzlwb
k x q l j c	kxqljc
r l v m p w	rlvmpw
b z n l r k	bznlrk
r f d v p j z n h g	rfdvpjznhg
p d r c m h v w	pdrcmhvw
b z f k j q l x	bzfkjqlx
w x z f h c r	wxzfhcr
v p h b s c	vphbsc
p q c k z b s m	pqckzbsm
b l g s k c	blgskc
c m r s k	cmrsk
f v n m p r l g k c d h j w	fvnmprlgkcdhjw
d k q c	dkqc
q h s v	qhsv
d w l	dwl
p l f r w m s	plfrwms
r w c	rwc
w f p l d q t b m v	wfpldqtbmv
z w v c p m q j	zwvcpmqj
m z q r b c w	mzqrbcw
k f n	kfn
q d p n w f g j	qdpnwfgj
j s p v l q	jspvlq
v x r g m p f	vxrgmpf
j l p s t z h x	jlpstzhx
l z h	lzh
v z q k b l d w x g j	vzqkbldwxgj
t d z g f x p k r h	tdzgfxpkrh
c b m n z x j	cbmnzxj
l c v w h d	lcvwhd
x m g p k c w v j q	xmgpkcwvjq
p f g w k	pfgwk
c d j z f	cdjzf
h p k v d	hpkvd
g l k p n	glkpn
p g h w d f k	pghwdfk
h l p m w t x v s	hlpmwtxvs
s r c z p n l j	srczpnlj
f s l n d	fslnd
h r d t l	hrdtl
k j d t g l	kjdtgl
g h l t j c s r b z	ghltjcsrbz
h n k m q z	hnkmqz
m s z f h p g j	mszfhpgj
n r f	nrf
b f d n s m h p c v l t k q	bfdnsmhpcvltkq
j w m f b s q v n	jwmfbsqvn
t j s w x h f p	tjswxhfp
c p h j f q	cphjfq
l x t k j	lxtkj
b f j k c	bfjkc
c f q k n g s t h l d	cfqkngsthld
f q h n	fqhn
g z w n v	gzwnv
q b g f k w h	qbgfkwh
p t n m f h l g	ptnmfhlg
h j d b r	hjdbr
z b w l j f k c r d h n t m s	zbwljfkcrdhntms
g k t f n	gktfn
s h x n t b j	shxntbj
f l s k p t w m n q	flskptwmnq
g w k s v x b f c	gwksvxbfc
z k p v	zkpv
n j c z	njcz
t l s m p c	tlsmpc
l r g x	lrgx
x k j q n b m c	xkjqnbmc
t d q m x l z n	tdqmxlzn
s t v q	stvq
j m k w z x	jmkwzx
v w p g b	vwpgb
x q b c z t r	xqbcztr
n g r j d s b l c	ngrjdsblc
n m k q r b	nmkqrb
f p g k	fpgk
c p z h l r q	cpzhlrq
l d w v r g p h f m b q	ldwvrgphfmbq
v t q n	vtqn
t r l s	trls
r v q s t z x	rvqstzx
t r n g w	trngw
d p n v m h x	dpnvmhx
s v n w j c	svnwjc
q z c n b r v j	qzcnbrvj
m z g x f v l t	mzgxfvlt
l b f j p q	lbfjpq
w r s f	wrsf
t g z q b	tgzqb
v c t s m j	vctsmj
s m b g r q h x z	smbgrqhxz
c w j h x t m l q d	cwjhxtmlqd
t m l c	tmlc
c d q r p m t b	cdqrpmtb
n z s w v	nzswv
p f g d b	pfgdb
j m c z	jmcz
d x j t	dxjt
q k l d n p b h	qkldnpbh
m k f r c q	mkfrcq
l t s z w b v x k	ltszwbvxk
l z x h n r j v t	lzxhnrjvt
b h c q k r d	bhcqkrd
z v g k p	zvgkp
n v l j r b	nvljrb
v f s z q l	vfszql
z r m w n h s	zrmwnhs
z n p j k	znpjk
n z r f h l m w q	nzrfhlmwq
f l p w n	flpwn
z t n p l d j w	ztnpldjw
d k t f s n q w	dktfsnqw
j k n p v g m s	jknpvgms
b j p	bjp
j h d v w x b c m n	jhdvwxbcmn
l q h x j z p m r c d g s t	lqhxjzpmrcdgst
r x k j f q l z m h n	rxkjfqlzmhn
t x c l p d z f r n s b	txclpdzfrnsb
h r b k s z p q c	hrbkszpqc
v n j d b m	vnjdbm
h k c m j w g p f d	hkcmjwgpfd
b q l s v h	bqlsvh
z d x r	zdxr
x t v s b p w k h c	xtvsbpwkhc
h j p c	hjpc
m r b v w s h k d n	mrbvwshkdn
p s k j z h g v	pskjzhgv
q z w x l s p	qzwxlsp
v f r h s n c	vfrhsnc
l d w j v c	ldwjvc
c l w g	clwg
m p v d	mpvd
h b m q t k r j	hbmqtkrj
s g n z k b v q c m d r	sgnzkbvqcmdr
j d w h x	jdwhx
g m t c s	gmtcs
w q l k b g	wqlkbg
p w s q l k h	pwsqlkh
c z j d f l w	czjdflw
c x p t v s j g	cxptvsjg
j b w g c	jbwgc
j c f r	jcfr
d c b	dcb
x b v g n d j	xbvgndj
k f b t m q z	kfbtmqz
n f q g v	nfqgv
w j v h	wjvh
h b m n k g v q x	hbmnkgvqx
n q b z j w	nqbzjw
b h c n g r t d q	bhcngrtdq
k s d x z b v g	ksdxzbvg
z q r x b j l t n d c w v	zqrxbjltndcwv
q z c w d g f	qzcwdgf
d t w q n c g f	dtwqncgf
p f v k t q b j h s r	pfvktqbjhsr
